Customer,State,Education,EmploymentStatus,Gender,Location,Marital Status,Vehicle,Income
JK55587,California,High School or Below,Medical Leave,M,Suburban,Married,Four-Door Car,23082
RN97635,Arizona,Bachelor,Employed,M,Suburban,Divorced,Four-Door Car,53984
BI76326,California,College,Employed,F,Urban,Single,SUV,52135
JA34909,California,College,Medical Leave,F,Suburban,Married,Four-Door Car,17576
OJ90342,Oregon,Bachelor,Employed,F,Rural,Married,Four-Door Car,29486
CM88932,Oregon,Master,Employed,F,Rural,Married,Four-Door Car,58557
JJ97525,California,Bachelor,Employed,M,Suburban,Married,Two-Door Car,25632
XV21647,California,High School or Below,Unemployed,F,Suburban,Single,Sports Car,0
MC83487,Arizona,Bachelor,Disabled,M,Suburban,Single,Four-Door Car,18768
BL90769,California,Bachelor,Employed,F,Suburban,Divorced,SUV,33190
CR57148,Oregon,Master,Employed,F,Rural,Married,Two-Door Car,47945
CP85232,Arizona,College,Employed,M,Rural,Married,SUV,58778
YL74732,California,High School or Below,Disabled,F,Suburban,Married,SUV,15192
FG16766,California,Bachelor,Employed,F,Suburban,Married,SUV,51859
NV55438,Nevada,High School or Below,Retired,F,Suburban,Single,Two-Door Car,23422
RM10880,California,College,Employed,F,Suburban,Divorced,Four-Door Car,21604
GL56175,Arizona,College,Employed,M,Urban,Married,Four-Door Car,79298
UK52289,Arizona,Bachelor,Employed,F,Urban,Married,Four-Door Car,76731
LL45497,Washington,College,Employed,F,Suburban,Married,Two-Door Car,67282
BC62782,Arizona,College,Employed,F,Suburban,Married,SUV,48534
YM57893,Washington,Doctor,Employed,M,Suburban,Married,Two-Door Car,77678
JP30654,Oregon,College,Employed,F,Suburban,Single,SUV,48412
RA66180,Washington,High School or Below,Employed,F,Urban,Married,Two-Door Car,33837
EN60878,Oregon,Bachelor,Disabled,M,Urban,Single,Four-Door Car,23712
JF36291,California,College,Retired,M,Suburban,Married,Sports Car,28142
BK59444,California,Master,Employed,F,Rural,Single,Four-Door Car,72196
MK70700,California,Master,Employed,M,Urban,Married,Four-Door Car,68197
IW71076,California,Bachelor,Employed,M,Rural,Married,Four-Door Car,75248
AP98768,California,College,Unemployed,F,Suburban,Single,Four-Door Car,0
OM24164,Nevada,Bachelor,Unemployed,M,Suburban,Single,Two-Door Car,0
QP84605,Washington,Bachelor,Employed,F,Rural,Divorced,Four-Door Car,41546
VC87846,Oregon,High School or Below,Employed,M,Suburban,Divorced,Four-Door Car,46998
ZM92052,Oregon,Bachelor,Employed,M,Rural,Single,Two-Door Car,57099
ON73702,Arizona,Bachelor,Employed,F,Urban,Married,SUV,33897
QQ90441,Nevada,High School or Below,Employed,F,Suburban,Single,Four-Door Car,59207
HU35721,Oregon,High School or Below,Employed,M,Suburban,Divorced,Four-Door Car,40171
XH85336,Washington,Bachelor,Employed,M,Suburban,Divorced,Four-Door Car,67798
ZH17561,Washington,Bachelor,Medical Leave,F,Suburban,Divorced,SUV,21665
AG85615,Oregon,College,Unemployed,M,Suburban,Single,Four-Door Car,0
OY74069,Arizona,College,Unemployed,F,Suburban,Single,Four-Door Car,0
DJ91267,Nevada,Bachelor,Employed,F,Rural,Married,Luxury SUV,34226
KB72438,California,High School or Below,Employed,F,Rural,Married,SUV,65989
TR67616,Oregon,High School or Below,Employed,M,Rural,Single,Four-Door Car,30686
GF65731,California,Master,Unemployed,F,Suburban,Married,Sports Car,0
HB67642,Arizona,High School or Below,Employed,F,Suburban,Married,Sports Car,20090
DP84567,California,High School or Below,Unemployed,M,Suburban,Married,Luxury SUV,0
VV77534,Oregon,College,Employed,M,Urban,Married,SUV,77094
GL67540,California,College,Employed,F,Urban,Married,Four-Door Car,97413
SV50502,Oregon,Master,Employed,F,Suburban,Married,Four-Door Car,79189
UK59698,California,High School or Below,Unemployed,F,Suburban,Divorced,Two-Door Car,0
OA57352,Arizona,College,Retired,F,Suburban,Divorced,Four-Door Car,18577
ZF84449,Oregon,College,Unemployed,F,Suburban,Single,Sports Car,0
VH31965,Washington,Bachelor,Employed,M,Suburban,Married,Four-Door Car,40783
HG39060,Oregon,Bachelor,Unemployed,M,Suburban,Single,Four-Door Car,0
EM29359,Nevada,College,Medical Leave,M,Suburban,Married,Luxury Car,17483
SF57173,Oregon,Master,Employed,M,Suburban,Married,SUV,84394
OT47603,Oregon,College,Unemployed,M,Suburban,Married,Sports Car,0
SW31412,Oregon,College,Employed,F,Suburban,Married,Four-Door Car,41440
JS36322,Arizona,High School or Below,Unemployed,M,Suburban,Single,Sports Car,0
RE81445,Oregon,College,Employed,F,Rural,Married,Two-Door Car,98132
RM24280,Oregon,High School or Below,Unemployed,F,Suburban,Married,Four-Door Car,0
LC25393,California,Bachelor,Employed,M,Rural,Married,Luxury Car,88220
UX38930,Arizona,Master,Employed,F,Urban,Married,SUV,58327
HD95496,Oregon,Master,Employed,M,Urban,Married,Two-Door Car,25950
RX24650,Oregon,High School or Below,Retired,M,Suburban,Divorced,SUV,20993
DW19309,Oregon,High School or Below,Employed,M,Suburban,Married,SUV,65726
EG48956,Washington,College,Unemployed,M,Suburban,Married,Two-Door Car,0
UF88986,Washington,College,Employed,F,Suburban,Single,Two-Door Car,39783
DB42794,California,College,Employed,M,Suburban,Married,Four-Door Car,58842
JB50798,Oregon,Master,Employed,F,Suburban,Single,Sports Car,25629
JY45873,Washington,Bachelor,Employed,F,Suburban,Single,SUV,48567
TE35785,California,Doctor,Unemployed,M,Suburban,Married,Luxury SUV,0
CM55703,Washington,College,Employed,F,Suburban,Divorced,Two-Door Car,33746
QN65180,Oregon,Bachelor,Employed,F,Rural,Married,Four-Door Car,22254
GE47180,Nevada,High School or Below,Employed,M,Rural,Married,Sports Car,65974
VQ38776,Oregon,College,Unemployed,F,Suburban,Single,Four-Door Car,0
ZY90118,Washington,College,Medical Leave,M,Suburban,Married,Four-Door Car,17161
IN17648,Nevada,High School or Below,Unemployed,M,Suburban,Single,Two-Door Car,0
DF95759,Oregon,College,Unemployed,M,Suburban,Married,SUV,0
QG45324,Oregon,High School or Below,Unemployed,F,Suburban,Married,Four-Door Car,0
MN61620,Arizona,College,Employed,F,Rural,Single,Sports Car,67752
YH86390,California,Bachelor,Disabled,F,Suburban,Divorced,Four-Door Car,25398
FY13480,California,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
YH61661,California,High School or Below,Employed,M,Suburban,Married,SUV,33321
NL93182,Nevada,Bachelor,Unemployed,M,Suburban,Single,Four-Door Car,0
UM45563,Washington,Bachelor,Employed,M,Rural,Single,SUV,68798
WE68644,Oregon,Bachelor,Medical Leave,F,Suburban,Married,Sports Car,20325
EZ30498,Oregon,Bachelor,Medical Leave,M,Suburban,Married,SUV,13129
QY74517,Oregon,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
NM88660,Nevada,Master,Employed,M,Rural,Single,Four-Door Car,49080
MZ82036,Nevada,College,Employed,M,Suburban,Divorced,Four-Door Car,42536
ID20929,Oregon,Bachelor,Medical Leave,M,Suburban,Divorced,Four-Door Car,29926
EY50028,Nevada,Doctor,Unemployed,M,Urban,Married,Two-Door Car,0
TT82373,California,Bachelor,Employed,F,Suburban,Married,Sports Car,21450
OH64088,California,High School or Below,Employed,M,Suburban,Single,Four-Door Car,33345
SK97780,California,Bachelor,Medical Leave,F,Urban,Married,Two-Door Car,15752
IO33050,Oregon,High School or Below,Employed,F,Urban,Divorced,Four-Door Car,40169
XA55917,California,College,Disabled,F,Suburban,Married,SUV,26049
JK32620,Nevada,College,Unemployed,M,Suburban,Single,Four-Door Car,0
RQ19236,Arizona,Doctor,Employed,M,Urban,Married,Sports Car,55411
QC47433,Oregon,College,Medical Leave,M,Suburban,Married,Four-Door Car,12459
RA93608,Oregon,Bachelor,Employed,M,Suburban,Married,Two-Door Car,64620
XH97711,California,Bachelor,Employed,M,Urban,Married,Four-Door Car,83140
AU96286,Oregon,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
KC17170,Arizona,Bachelor,Employed,F,Rural,Married,Four-Door Car,54422
ZN47335,California,College,Employed,M,Rural,Divorced,SUV,68309
EI46264,California,High School or Below,Employed,M,Rural,Married,Four-Door Car,56621
EK87864,Arizona,College,Employed,F,Rural,Married,Four-Door Car,38977
GV45403,Arizona,Bachelor,Unemployed,M,Suburban,Divorced,Two-Door Car,0
QK31192,Arizona,High School or Below,Unemployed,M,Suburban,Married,Two-Door Car,0
LU89008,Arizona,College,Unemployed,F,Suburban,Single,Four-Door Car,0
NS10490,Oregon,Bachelor,Employed,F,Suburban,Married,Two-Door Car,83235
KL98495,Nevada,College,Unemployed,M,Suburban,Married,Two-Door Car,0
IU96845,Arizona,College,Employed,M,Rural,Married,Four-Door Car,32390
QL93655,Oregon,High School or Below,Employed,F,Urban,Married,Two-Door Car,66538
QZ42725,Washington,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
LZ34046,Oregon,Bachelor,Employed,M,Rural,Married,Four-Door Car,76358
ZH19885,Washington,High School or Below,Employed,F,Rural,Single,Four-Door Car,43860
YE88490,Arizona,College,Employed,F,Suburban,Married,Four-Door Car,55350
YC80498,California,College,Medical Leave,F,Suburban,Single,Two-Door Car,12964
AI85843,Arizona,Master,Employed,F,Urban,Married,Four-Door Car,33288
XD66024,Arizona,College,Unemployed,F,Suburban,Single,Four-Door Car,0
FY51713,Arizona,Bachelor,Employed,F,Suburban,Married,Four-Door Car,56168
PH26378,California,College,Unemployed,M,Suburban,Single,Four-Door Car,0
WQ18638,Oregon,High School or Below,Employed,M,Suburban,Married,Two-Door Car,23105
KY14688,Oregon,Master,Employed,F,Rural,Married,Four-Door Car,36218
TC97762,California,High School or Below,Employed,F,Suburban,Married,Four-Door Car,52275
QC87108,Oregon,College,Employed,F,Suburban,Single,Four-Door Car,49665
CX12134,Nevada,High School or Below,Employed,M,Suburban,Single,Two-Door Car,32471
SM73248,Arizona,High School or Below,Unemployed,M,Suburban,Single,Two-Door Car,0
CK19789,California,Master,Employed,F,Rural,Married,Four-Door Car,62773
UV12583,California,College,Employed,F,Suburban,Married,SUV,76694
JC11405,Oregon,High School or Below,Employed,M,Suburban,Divorced,Luxury SUV,55687
KA89683,Arizona,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
BG85305,Nevada,Doctor,Employed,M,Suburban,Single,Four-Door Car,36633
UQ87917,Oregon,High School or Below,Employed,M,Urban,Married,SUV,77060
XN11823,Nevada,Bachelor,Employed,F,Suburban,Single,Two-Door Car,92600
OS46571,California,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
PX17116,Nevada,College,Unemployed,M,Suburban,Single,SUV,0
RP19541,Arizona,College,Employed,M,Urban,Married,Four-Door Car,64801
ZR25747,Oregon,College,Employed,F,Suburban,Married,Two-Door Car,45257
NQ86532,California,High School or Below,Medical Leave,M,Suburban,Married,Four-Door Car,26854
JY27336,Oregon,College,Employed,F,Rural,Married,SUV,85840
PB54378,Oregon,Doctor,Medical Leave,F,Suburban,Married,Four-Door Car,26463
SV38190,Nevada,Bachelor,Employed,F,Suburban,Married,Four-Door Car,30689
CV24005,Oregon,High School or Below,Employed,M,Suburban,Married,Two-Door Car,29590
EX28656,Oregon,College,Employed,F,Suburban,Divorced,Luxury SUV,25965
CF57022,Oregon,Bachelor,Medical Leave,M,Suburban,Married,SUV,17269
GM16780,Oregon,College,Employed,M,Rural,Single,Sports Car,90330
BX94438,California,High School or Below,Unemployed,F,Suburban,Married,SUV,0
RM41745,California,High School or Below,Unemployed,F,Suburban,Married,Four-Door Car,0
XR70252,California,High School or Below,Unemployed,F,Suburban,Married,Two-Door Car,0
YH92099,Arizona,Bachelor,Disabled,F,Suburban,Married,Four-Door Car,18558
SG81493,Arizona,Bachelor,Employed,M,Rural,Married,Four-Door Car,46384
ZX23819,Oregon,High School or Below,Unemployed,F,Suburban,Single,Two-Door Car,0
FJ54907,Oregon,College,Employed,F,Suburban,Married,Luxury SUV,42303
CU26127,California,Bachelor,Employed,F,Urban,Single,SUV,71731
YH60476,Oregon,High School or Below,Employed,M,Suburban,Single,Four-Door Car,51066
ZZ97035,California,College,Unemployed,M,Suburban,Single,Luxury Car,0
GE82737,Nevada,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
KY21873,Arizona,College,Unemployed,M,Rural,Married,Two-Door Car,0
UA51318,Arizona,High School or Below,Employed,F,Suburban,Single,Four-Door Car,26173
BV55014,Oregon,Bachelor,Employed,M,Suburban,Single,Two-Door Car,24445
HX21307,Oregon,College,Employed,M,Suburban,Divorced,Two-Door Car,72302
LQ68252,Oregon,High School or Below,Retired,M,Suburban,Single,SUV,27208
CR92802,California,Master,Employed,F,Rural,Married,Four-Door Car,36650
SL35268,Arizona,College,Employed,M,Urban,Married,Four-Door Car,30855
RD62882,Arizona,Bachelor,Unemployed,F,Suburban,Divorced,Two-Door Car,0
JS42382,Oregon,Master,Employed,M,Suburban,Married,Four-Door Car,99960
BT30554,Arizona,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
VP57424,Nevada,Bachelor,Employed,F,Urban,Married,Four-Door Car,55873
VU19243,Arizona,High School or Below,Medical Leave,F,Suburban,Divorced,Four-Door Car,18052
TA82973,Oregon,High School or Below,Employed,F,Rural,Divorced,SUV,28937
GK71720,Oregon,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
OQ61223,California,College,Unemployed,M,Suburban,Divorced,Two-Door Car,0
LL62746,Oregon,Doctor,Medical Leave,M,Urban,Married,SUV,12829
JQ56711,Oregon,Master,Employed,F,Rural,Married,Two-Door Car,92163
AW77988,Oregon,High School or Below,Disabled,M,Suburban,Single,Luxury Car,17588
HF75891,Washington,High School or Below,Employed,F,Suburban,Married,SUV,82302
MY97912,Arizona,College,Unemployed,M,Suburban,Divorced,SUV,0
IB87349,California,High School or Below,Employed,M,Suburban,Married,Four-Door Car,70340
AW73065,Oregon,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
HI74419,Washington,College,Employed,M,Urban,Married,SUV,50825
PX70175,Arizona,College,Employed,M,Suburban,Married,Four-Door Car,93459
KF75098,Arizona,Bachelor,Employed,M,Suburban,Married,Four-Door Car,86148
IS50283,California,Bachelor,Employed,F,Suburban,Married,Four-Door Car,27048
MY64920,Oregon,College,Employed,F,Suburban,Married,SUV,73259
KN34250,Oregon,College,Employed,F,Suburban,Married,SUV,35482
GN46207,Oregon,Master,Employed,F,Suburban,Single,SUV,29462
KL57176,Oregon,College,Employed,F,Rural,Divorced,SUV,67801
MN94234,California,High School or Below,Unemployed,M,Suburban,Married,Two-Door Car,0
JY90595,Arizona,High School or Below,Medical Leave,M,Suburban,Married,Two-Door Car,16042
HK26543,California,High School or Below,Employed,M,Suburban,Married,Four-Door Car,28056
PN86062,California,High School or Below,Medical Leave,M,Suburban,Married,Four-Door Car,16495
VW27730,California,Master,Employed,F,Rural,Married,SUV,41163
SH55671,Arizona,College,Unemployed,F,Suburban,Married,Sports Car,0
MO56878,California,Bachelor,Employed,M,Suburban,Single,SUV,33799
QP80741,Washington,College,Unemployed,F,Suburban,Married,Four-Door Car,0
SV35618,Oregon,Bachelor,Employed,F,Rural,Divorced,SUV,87747
RX12347,Nevada,College,Employed,M,Suburban,Married,Four-Door Car,35695
FR55658,California,Master,Employed,M,Rural,Divorced,Four-Door Car,90985
XS12556,California,College,Unemployed,F,Suburban,Married,Sports Car,0
ZU73588,California,College,Employed,M,Suburban,Single,Sports Car,66839
WT43034,California,High School or Below,Unemployed,F,Suburban,Married,SUV,0
VM13430,Oregon,Bachelor,Employed,F,Urban,Married,SUV,79090
TC78849,Oregon,Bachelor,Employed,M,Rural,Married,Two-Door Car,24825
VC34764,California,College,Retired,M,Suburban,Married,Four-Door Car,26806
WO90953,Oregon,College,Employed,F,Suburban,Married,Two-Door Car,56835
IU47468,Oregon,Bachelor,Unemployed,F,Suburban,Single,Two-Door Car,0
KO46064,California,Bachelor,Employed,M,Rural,Married,Four-Door Car,46135
RB34917,Arizona,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
BI38192,Oregon,High School or Below,Employed,F,Suburban,Married,Two-Door Car,22862
PU18983,Oregon,High School or Below,Employed,F,Suburban,Divorced,Sports Car,21450
SW79912,Oregon,Bachelor,Employed,M,Suburban,Married,Two-Door Car,95854
ES39217,Oregon,Bachelor,Employed,F,Suburban,Married,Four-Door Car,44897
OY51402,Washington,High School or Below,Employed,F,Rural,Married,SUV,54040
UA19178,Oregon,Master,Employed,F,Urban,Married,Four-Door Car,53265
PR53785,Arizona,High School or Below,Unemployed,F,Suburban,Married,Luxury Car,0
RJ85627,Washington,Bachelor,Employed,F,Urban,Married,Four-Door Car,43817
CN90378,California,High School or Below,Employed,F,Rural,Married,Four-Door Car,54780
KI56154,Nevada,High School or Below,Unemployed,M,Suburban,Married,Sports Car,0
UI55951,California,Bachelor,Employed,M,Suburban,Divorced,Four-Door Car,67798
FF28650,Oregon,Bachelor,Retired,M,Suburban,Divorced,SUV,21442
FS55302,California,Bachelor,Employed,M,Suburban,Married,Four-Door Car,27615
TN79487,California,Bachelor,Retired,M,Suburban,Divorced,Four-Door Car,17622
HG32616,Nevada,High School or Below,Employed,M,Urban,Divorced,Sports Car,50200
UK41984,Arizona,Doctor,Unemployed,F,Suburban,Divorced,SUV,0
LZ52266,California,High School or Below,Unemployed,F,Suburban,Married,Four-Door Car,0
PM27367,California,Master,Employed,F,Rural,Single,Two-Door Car,73570
ZK21724,Oregon,High School or Below,Unemployed,F,Suburban,Single,SUV,0
QV59143,Washington,High School or Below,Unemployed,F,Suburban,Married,Four-Door Car,0
QE22757,Nevada,Doctor,Employed,M,Rural,Divorced,Four-Door Car,36631
ON77649,Oregon,College,Employed,F,Urban,Married,Four-Door Car,35895
RN82884,Arizona,College,Employed,F,Rural,Married,SUV,40864
CQ75652,Oregon,College,Unemployed,M,Suburban,Divorced,Four-Door Car,0
FF58467,Arizona,Master,Employed,F,Rural,Divorced,Four-Door Car,93018
BS83666,Oregon,Bachelor,Employed,M,Rural,Divorced,Four-Door Car,70014
WO29605,Oregon,College,Employed,F,Rural,Married,Two-Door Car,48875
TL77607,California,Bachelor,Employed,M,Urban,Married,Four-Door Car,67969
EZ50606,Oregon,High School or Below,Unemployed,F,Suburban,Married,SUV,0
OS39723,Oregon,Doctor,Employed,F,Suburban,Married,Two-Door Car,68665
FN69743,California,College,Retired,M,Suburban,Married,Two-Door Car,26802
XW96958,Nevada,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
TU92578,California,College,Employed,M,Suburban,Married,SUV,45345
